file,delta_band_gap (eV),delta_h_corr (Hartree),delta_scf (Hartree),d_calc_pka (pKa),phenol_5_6_7,carbox_acid,benzoic_acid,thiol_thiophenol,aliphatic_alcohol,sec_amine_neg,heteorcyle_phen,alinine,primary_amine,tert_amine,sec_amine_sec_amine_ring,ring,aromatic,charge,hybridization,CBH_1,CBH_2,CBH_3,CBH_4,CBH_5,CBH_6,CBH_7,CBH_8,CBH_9,CBH_10,CBH_11,CBH_12,CBH_13,CBH_14,CBH_15,CBH_16,CBH_17,CBH_18,CBH_19,CBH_20,CBH_21,CBH_22,CBH_23,CBH_24,CBH_25,CBH_26,CBH_27,CBH_28,CBH_29,CBH_30,CBH_31,CBH_32,CBH_33,CBH_34,CBH_35,CBH_36,CBH_37,CBH_38,CBH_39,CBH_40,CBH_41,CBH_42,CBH_43,CBH_44,CBH_45,CBH_46,CBH_47,CBH_48,CBH_49,CBH_50,CBH_51,CBH_52,CBH_53,CBH_54,CBH_55,CBH_56,CBH_57,CBH_58,CBH_59,CBH_60,CBH_61,CBH_62,CBH_63,CBH_64,CBH_65,CBH_66,CBH_67,CBH_68,CBH_69,CBH_70,CBH_71,CBH_72,CBH_73,CBH_74,CBH_75,CBH_76,CBH_77,CBH_78,CBH_79,CBH_80,CBH_81,bond_length (angstrom),delta_e_extent (au),delta_tpsa,conjugate_acid,conjugate_base,exp_pka (pKa)
1204,0.00771,0.014643,-0.44837242,1.39,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03,1.79,1.62,c1ccc2cc3c(cccc3[NH3+:15])cc2c1,c1ccc2cc3c(cccc3[NH2:15])cc2c1,4.1
1205,0.01398,0.012375,-0.44626892,1.33,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,3,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98,-19.64,-2.83,c1ccc2c(c1)C(=O)c3cccc(c3C2=O)C(=O)[OH:19],c1ccc2c(c1)C(=O)c3cccc(c3C2=O)C(=O)[O-:19],3.37
1206,0.00091,0.012315,-0.44707033,2.26,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,3,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98,-13.32,-2.83,c1ccc2c(c1)C(=O)c3ccc(cc3C2=O)C(=O)[OH:19],c1ccc2c(c1)C(=O)c3ccc(cc3C2=O)C(=O)[O-:19],3.42
1207,0.03054,0.012588,-0.4626722,9.69,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,3,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.5,0,0,0,0,0,0,0.1667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97,9.73,-2.83,c1ccc(cc1)/N=N/c2ccc(cc2)[OH:15],c1ccc(cc1)/N=N/c2ccc(cc2)[O-:15],8.2
1208,0.02824,0.012941,-0.46554023,10.11,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,3,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.5,0,0,0,0.25,0,0,0.1667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97,-10.99,-2.83,Cc1cc(c(c(c1)C)/N=N/c2c(cc(cc2C)[OH:20])C)C,Cc1cc(c(c(c1)C)/N=N/c2c(cc(cc2C)[O-:20])C)C,8.2
1209,0.00188,0.014495,-0.46906996,11.15,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,0.1429,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03,-11.41,1.62,c1ccc(cc1)CCCC[NH3+:11],c1ccc(cc1)CCCC[NH2:11],10.5
1210,6.00E-05,0.014169,-0.46769103,10.86,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,0.2,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1667,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03,-13.79,1.62,c1cc(c(cc1CC[NH3+:9])O)O,c1cc(c(cc1CC[NH2:9])O)O,8.87
1211,0.00015,0.014003,-0.46517587,9.95,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,0.2,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1667,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03,0.57,1.62,CC[C@@H]([C@H](c1ccc(c(c1)O)O)O)[NH3+:11],CC[C@@H]([C@H](c1ccc(c(c1)O)O)O)[NH2:11],8.42
1212,0.0014,0.012529,-0.4511985,3.72,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,3,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98,-24.09,-2.83,Cc1ccccc1CC(=O)[OH:11],Cc1ccccc1CC(=O)[O-:11],4.35
1213,0.00283,0.014065,-0.4657552,10,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,0.2,0,0,0,0,0,0,0,0,0.3333,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1429,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03,6.69,1.62,c1cc(ccc1[C@H](C[NH3+:9])O)O,c1cc(ccc1[C@H](C[NH2:9])O)O,9.53
1214,0.00028,0.013994,-0.46565038,10.08,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,0.2,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03,-5.04,1.62,C[C@H]([C@H](c1ccccc1)O)[NH3+:10],C[C@H]([C@H](c1ccccc1)O)[NH2:10],9.05
1215,0.00275,0.014096,-0.46609852,10.15,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,0.2,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1429,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03,17.28,1.62,C[C@H]([C@H](c1ccc(cc1)O)O)[NH3+:10],C[C@H]([C@H](c1ccc(cc1)O)O)[NH2:10],8.7
1216,0.00279,0.014132,-0.46616223,10.22,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,0.25,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03,-0.06,1.62,CC(C)(c1ccccc1)[NH3+:10],CC(C)(c1ccccc1)[NH2:10],10.27
1217,0.00459,0.0147,-0.47116873,11.76,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.3333,0,0,0,0,0,0,1.03,0.29,1.62,C[Si](C)(C[NH3+:10])c1ccccc1,C[Si](C)(C[NH2:10])c1ccccc1,10.36
1218,0.00493,0.014498,-0.46696573,9.89,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,0.2,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03,-2.48,1.62,CC(C)(C[NH3+:11])c1ccccc1,CC(C)(C[NH2:11])c1ccccc1,10.03
1219,0.0017,0.014382,-0.46990806,11.55,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,0.1667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03,-36.93,1.62,c1ccc(cc1)CCC(CCc2ccccc2)[NH3+:18],c1ccc(cc1)CCC(CCc2ccccc2)[NH2:18],8.8
1220,0.00692,0.014205,-0.4670973,9.95,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03,-20.78,1.62,c1ccc(cc1)CC(Cc2ccccc2)[NH3+:16],c1ccc(cc1)CC(Cc2ccccc2)[NH2:16],8
1221,-0.00022,0.014173,-0.46904895,11.05,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1667,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,0.1429,0,0,0,0,0,0,0,0,0,0,0,0,1.03,-26.16,1.62,C[C@H](Cc1ccc(c(c1)OC)OC)[NH3+:12],C[C@H](Cc1ccc(c(c1)OC)OC)[NH2:12],9.6
1222,0.00228,0.012398,-0.45154122,4.61,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,3,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0,0.5,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0.98,-18.71,-2.83,CC(C)c1ccc(cc1)CC(=O)[OH:13],CC(C)c1ccc(cc1)CC(=O)[O-:13],4.39
1223,0.00158,0.014187,-0.46942857,11.47,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1429,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03,-1.85,1.62,C[C@H](Cc1ccc(cc1)O)[NH3+:10],C[C@H](Cc1ccc(cc1)O)[NH2:10],9.7
1224,0.00211,0.014168,-0.46872312,10.98,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1429,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,1.03,-2.16,1.62,C[C@H](Cc1ccc(cc1)OC)[NH3+:11],C[C@H](Cc1ccc(cc1)OC)[NH2:11],9.99
1225,0.01474,0.014935,-0.47182512,12.01,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,0.1667,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,1.03,9.7,4.58,c1ccc(cc1)CCC[NH2+:25]C(CC2CCCCC2)CC3CCCCC3,c1ccc(cc1)CCC[NH:25]C(CC2CCCCC2)CC3CCCCC3,7.8
1226,0.02962,0.014783,-0.46681646,9.72,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,0.1429,0.3333,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.1667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0.1111,1.03,-8.35,1.2,CC[NH+:14](CC)CCOC(=O)c1ccc(cc1)Br,CC[N:14](CC)CCOC(=O)c1ccc(cc1)Br,8.12
1227,0.03609,0.014856,-0.46686167,9.44,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,0.1429,0.3333,0,0,0,0,0,0,0,0,0.1111,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.1667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,1.03,-7.54,1.2,CC[NH+:14](CC)CCOC(=O)c1ccc(cc1)Cl,CC[N:14](CC)CCOC(=O)c1ccc(cc1)Cl,8.08
1228,-0.03916,0.011951,-0.45533705,5.99,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,0.25,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02,0.57,1.74,c1ccc(cc1)C(=[NH2+:14])c2ccccc2Cl,[H]/[N:14]=C(\c1ccccc1)/c2ccccc2Cl,5.59
1229,-0.03304,0.012217,-0.45687637,6.37,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,0.25,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02,-39.76,1.74,c1ccc(cc1)C(=[NH2+:14])c2cccc(c2)Cl,[H]/[N:14]=C(\c1ccccc1)/c2cccc(c2)Cl,5.69
1230,0.00516,0.014296,-0.46203226,7.94,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,0.2,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0.25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03,-9.2,4.58,C[C@H](Cc1ccccc1)[NH2+:14]CCC#N,C[C@H](Cc1ccccc1)[NH:14]CCC#N,7.23
1231,0.00201,0.014482,-0.46705687,10.38,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,0.2,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03,262.66,4.58,c1ccc(cc1)CCC[NH2+:25]C(Cc2ccccc2)Cc3ccccc3,c1ccc(cc1)CCC[NH:25]C(Cc2ccccc2)Cc3ccccc3,7.2
1232,0.00161,0.01438,-0.4684465,10.86,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,0.2,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.1667,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,1.03,19.62,4.58,CC(C)[C@H]([C@@H](c1ccc(c(c1)O)O)O)[NH2+:15]C(C)C,CC(C)[C@H]([C@@H](c1ccc(c(c1)O)O)O)[NH:15]C(C)C,8.85
1233,0.00192,0.012495,-0.4505257,3.13,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,3,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,0.98,-0.98,-2.83,c1ccc(cc1)C(c2ccccc2)C(=O)[OH:16],c1ccc(cc1)C(c2ccccc2)C(=O)[O-:16],3.94
1234,0.00019,0.014404,-0.46653697,10.04,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,0.2,0,0,0,0,0,0,0,0,0.3333,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.1667,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03,-2.84,4.58,C[NH2+:10]C[C@@H](c1ccc(c(c1)O)O)O,C[NH:10]C[C@@H](c1ccc(c(c1)O)O)O,8.71
1235,4.00E-05,0.014157,-0.45012116,2.8,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,0.3333,0,0,0,0,0,0,0,0,0.3333,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.5,0,0,0,0.1667,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03,-22.97,4.58,c1ccc(cc1)[NH2+:15]C[C@@H](c2ccc(c(c2)O)O)O,c1ccc(cc1)[NH:15]C[C@@H](c2ccc(c(c2)O)O)O,8.85
1236,-0.00219,0.014802,-0.46448427,9.05,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,0.2,0,0,0,0,0,0,0,0,0.3333,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.1667,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03,-115.14,4.58,CCC[NH2+:12]C[C@@H](c1ccc(c(c1)O)O)O,CCC[NH:12]C[C@@H](c1ccc(c(c1)O)O)O,8.57
1237,1.00E-05,0.014499,-0.46849766,10.61,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,0.2,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.1667,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03,-65.93,4.58,C[NH2+:10]CCc1ccc(c(c1)O)O,C[NH:10]CCc1ccc(c(c1)O)O,8.9
1238,0.0018,0.01457,-0.46902603,11.01,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.1667,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,0.1429,0,0,0,0,0,0,0,0,0,0,0,0,1.03,22.31,4.58,C[C@H](Cc1ccc(c(c1)OC)OC)[NH2+:13]C,C[C@H](Cc1ccc(c(c1)OC)OC)[NH:13]C,9.81
1239,0.00232,0.014782,-0.4667025,9.57,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,0.2,0,0,0,0,0,0,0,0,0.3333,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1429,1,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03,13.68,1.2,C[NH+:11](C)C[C@@H](c1ccc(cc1)O)O,C[N:11](C)C[C@@H](c1ccc(cc1)O)O,9.56
1240,0.03009,0.014993,-0.4681415,10.11,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03,9.68,1.2,C[C@H](Cc1ccccc1)[NH+:12](C)C,C[C@H](Cc1ccccc1)[N:12](C)C,9.4
1241,0.00356,0.012455,-0.4489829,2.85,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,3,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98,-1.72,-2.83,c1ccc(cc1)C(c2ccccc2)(c3ccccc3)C(=O)[OH:22],c1ccc(cc1)C(c2ccccc2)(c3ccccc3)C(=O)[O-:22],3.96
1242,-0.0268,0.013427,-0.44756252,2.1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02,-54.94,1.74,c1ccc(cc1)C(=[NH2+:14])c2ccccc2O,[H]/[N:14]=C(\c1ccccc1)/c2ccccc2O,5
1243,-0.0386,0.01234,-0.45914683,7.33,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02,-19.29,1.74,c1ccc(cc1)C(=[NH2+:14])c2cccc(c2)O,[H]/[N:14]=C(\c1ccccc1)/c2cccc(c2)O,5.08
1244,-0.0058,0.01462,-0.46344882,8.32,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,0.2,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0.3333,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.1429,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03,-27.34,4.58,CC(C)[NH2+:12]CC(=O)c1ccc(cc1)O,CC(C)[NH:12]CC(=O)c1ccc(cc1)O,7.53
1245,0.0065,0.014372,-0.4668118,10.23,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,0.2,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03,4.09,4.58,C[C@H]([C@H](c1ccccc1)O)[NH2+:11]C,C[C@H]([C@H](c1ccccc1)O)[NH:11]C,9.61
1246,-0.02628,0.01247,-0.4599245,7.49,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02,-14.05,1.74,c1ccc(cc1)C(=[NH2+:14])c2ccccc2,c1ccc(cc1)C(=[NH:14])c2ccccc2,7.18
