file,delta_band_gap (eV),delta_h_corr (Hartree),delta_scf (Hartree),d_calc_pka (pKa),phenol_5_6_7,carbox_acid,benzoic_acid,thiol_thiophenol,aliphatic_alcohol,sec_amine_neg,heteorcyle_phen,alinine,primary_amine,tert_amine,sec_amine_sec_amine_ring,ring,aromatic,charge,hybridization,CBH_1,CBH_2,CBH_3,CBH_4,CBH_5,CBH_6,CBH_7,CBH_8,CBH_9,CBH_10,CBH_11,CBH_12,CBH_13,CBH_14,CBH_15,CBH_16,CBH_17,CBH_18,CBH_19,CBH_20,CBH_21,CBH_22,CBH_23,CBH_24,CBH_25,CBH_26,CBH_27,CBH_28,CBH_29,CBH_30,CBH_31,CBH_32,CBH_33,CBH_34,CBH_35,CBH_36,CBH_37,CBH_38,CBH_39,CBH_40,CBH_41,CBH_42,CBH_43,CBH_44,CBH_45,CBH_46,CBH_47,CBH_48,CBH_49,CBH_50,CBH_51,CBH_52,CBH_53,CBH_54,CBH_55,CBH_56,CBH_57,CBH_58,CBH_59,CBH_60,CBH_61,CBH_62,CBH_63,CBH_64,CBH_65,CBH_66,CBH_67,CBH_68,CBH_69,CBH_70,CBH_71,CBH_72,CBH_73,CBH_74,CBH_75,CBH_76,CBH_77,CBH_78,CBH_79,CBH_80,CBH_81,bond_length (angstrom),delta_e_extent (au),delta_tpsa,conjugate_acid,conjugate_base,exp_pka (pKa)
603,-0.01607,0.012827,-0.44952327,2.88,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.3333,0,0,0,0,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.02,2.24,1.25,c1cc2cc[nH]c2[nH+:8]c1,c1cc2cc[nH]c2[n:8]c1,4.5
604,0.00192,0.014425,-0.46552336,9.17,0,0,0,0,0,0,0,0,0,0,1,1,0,1,4,0.1429,0,0,0.1111,0,0,0,0,0,0.25,0.1111,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0833,0,0,0,0,0,0,0.1667,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,0.2,0,0,0,0,0,0,0,0.0714,0,0,0,0,1.03,-51.97,4.58,c1cc(c(cc1OC2CC[NH2+:24]CC2)C(=O)NCC34CC5CC(C3)CC(C5)C4)Cl,c1cc(c(cc1OC2CC[NH:24]CC2)C(=O)NCC34CC5CC(C3)CC(C5)C4)Cl,9
605,-0.01033,0.012907,-0.45732626,6.39,0,0,0,0,0,1,0,0,0,0,0,1,0,-1,3,0.2,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.3333,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,1.02,17.96,-2.07,CCC1(C(=O)[NH:13]C(=O)NC1=O)c2ccccc2,CC[C@@]1(C(=O)NC(=O)[N-:13]C1=O)c2ccccc2,7.5
606,-0.00614,0.013006,-0.46094978,8.16,0,0,0,0,0,1,0,0,0,0,0,1,1,-1,3,0.25,0.1429,0,0.5,0.2,0,0,0,0,0,0,0.125,0,0,0,0.1667,0,0,0,0.25,0,0,0,0.1667,0,0,1,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0,0.5,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,0,0,0,0.3333,0,1.02,136.62,1.69,C[C@H](CO)Nc1c2cc(c(=O)[nH:22]c2nc(n1)SCc3cccc(c3F)F)C#N,C[C@H](CO)Nc1c2cc(c(=O)[n-:22]c2nc(n1)SCc3cccc(c3F)F)C#N,7.9
607,0.00556,0.013037,-0.45045277,3.03,0,0,0,0,0,1,0,0,0,0,0,1,1,-1,3,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1667,0,0.3333,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02,-20.26,1.69,c1ccc(cc1)/C=C/c2n[nH:13]nn2,c1ccc(cc1)/C=C/c2n[n-:13]nn2,4.5
608,0.00373,0.014635,-0.46754572,10.36,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,0.1667,0,0,0,0,0,0,0,0,0.25,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.1,0,0,0,0,0.1667,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1.03,87.62,4.58,C[NH2+:18]CC[C@@H](c1ccccc1)Oc2ccc(cc2)C(F)(F)F,C[NH:18]CC[C@@H](c1ccccc1)Oc2ccc(cc2)C(F)(F)F,9.9
609,0.04053,0.012756,-0.47220826,13.62,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,3,0.3333,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1111,0,0,0,0,0,0,0.5,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.1667,0,0,0,0,0.97,-4.52,-2.83,C[C@@]12CC[C@H]3c4ccc(cc4CC[C@@H]3[C@@H]1CC[C@@H]2O)[OH:19],C[C@@]12CC[C@H]3c4ccc(cc4CC[C@@H]3[C@@H]1CC[C@@H]2O)[O-:19],10
610,0.00048,0.015095,-0.4660833,9.05,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,0.1429,0.25,0,0,0,0.0667,0,0,0,0.3333,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0714,0,0,0,0,0,0,0,0,0.1667,0,0,0,0.1111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1.03,35.55,4.58,CC(C)[NH2+:19]C[C@H](COc1ccc(cc1)CCOCC2CC2)O,CC(C)[NH:19]C[C@H](COc1ccc(cc1)CCOCC2CC2)O,9.53
611,1.00E-05,0.012706,-0.43745914,-2.49,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,3,0.1,0.125,0,0,0.3333,0,0,0,0,0,0,0.1,0,0,0,0.1429,0,0,0,0,0,0,0,0.125,0,1,0.1667,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1111,0,0.25,0,0,0,0,0,0,0.25,0,0,0.2,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.3333,0,0,0,0,0,0,0,0,0,1.02,140.68,-2.07,C[C@H](CO)Nc1c2c(nc(n1)SCc3cccc(c3F)F)nc(s2)[NH:21]S(=O)(=O)C,C[C@H](CO)Nc1c2c(nc(n1)SCc3cccc(c3F)F)nc(s2)[N-:21]S(=O)(=O)C,4.7
612,-0.00926,0.012811,-0.45852292,7.14,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,3,0.25,0,0,0,0,0,0,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.1667,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.3333,0,0,0,0,0,0,0,0,0,1.02,-203.77,-2.07,c1cnc(nc1)[NH:14]S(=O)(=O)c2ccc(cc2)N,c1cnc(nc1)[N-:14]S(=O)(=O)c2ccc(cc2)N,6.29
613,0.00027,0.012447,-0.45183688,4.52,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,3,0.125,0,0,0.5,0,0,0,0,0,0,0,0.0909,0,0,0,0,0,0,0,0.1,0,0,0,0,0,1,0.125,0,0,0,0,0,0,0,0,0.1429,0,0,0,0,0,0,0,0.1667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1111,0,1.02,-274.9,-2.07,CS(=O)(=O)[NH:23]C(=O)CCCc1c2cc(ccc2[nH]c1c3ccc(cc3)F)C#N,CS(=O)(=O)[N-:23]C(=O)CCCc1c2cc(ccc2[nH]c1c3ccc(cc3)F)C#N,5.2
614,-0.00773,0.014043,-0.45322716,4.14,0,0,0,0,0,0,0,0,0,0,1,1,0,1,4,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,0,0,0,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03,29.37,4.58,c1ccc(cc1)[C@H]2c3c(c4ccccc4[nH]3)C[C@H]([NH2+:20]2)C(=O)O,c1ccc(cc1)[C@H]2c3c(c4ccccc4[nH]3)C[C@H]([NH:20]2)C(=O)O,8
615,0.00287,0.014223,-0.4609558,7.1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,4,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,0,0,0,0.3333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0,0,0,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03,38.29,4.58,c1ccc(cc1)[C@H]2c3c(c4ccccc4[nH]3)C[C@H]([NH2+:20]2)C(=O)[O-],c1ccc(cc1)[C@H]2c3c(c4ccccc4[nH]3)C[C@H]([NH:20]2)C(=O)[O-],8
616,0.01665,0.013029,-0.46489757,9.8,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,0.2,0,0,0.1667,0,0,0,0,0,0,0,0.25,0.25,0,0,0,0,0,0,0.0909,0,0,0,0,0,0,0.3333,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0.2,0,0.125,0.3333,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.02,0.32,1.61,c1cc(ncc1C(=O)N2CCC3(CC2)Nc4c(ccc(c4C(=[NH+:22]3)N)F)F)C#N,c1cc(ncc1C(=O)N2CCC3(CC2)Nc4c(ccc(c4C(=[N:22]3)N)F)F)C#N,8.4
617,0.00384,0.011801,-0.46661803,11.49,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0,0,0.5,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02,-1.36,1.74,Cc1c(sc(=[NH2+:6])[nH]1)C,[H]/[N:6]=c\1/[nH]c(c(s1)C)C,6.3
618,-0.01025,0.012167,-0.4516439,5.51,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,3,0.25,0,0,0.5,0,0,0,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.1667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02,-28.69,-2.07,CC(=O)[NH:10]S(=O)(=O)c1ccc(cc1)N,CC(=O)[N-:10]S(=O)(=O)c1ccc(cc1)N,5.25
619,-0.00117,0.013001,-0.46254438,8.83,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0.1111,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0.1667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0.3333,0,0.5,0.1429,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1667,0,0,0,0,0,0,0,1,0,0,0,0,0.2,0,0,0,0,1.02,-37.69,1.25,Cc1[nH+:19]ccn1C[C@H]2CCc3c(c4ccccc4n3C)C2=O,Cc1[n:19]ccn1C[C@H]2CCc3c(c4ccccc4n3C)C2=O,7.73
620,-0.0102,0.012425,-0.45681503,4.33,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,3,0.25,0,0,0.1,0,0,0,0.3333,0,0,0.0769,0,0.125,0,0,0.25,0,0,0,0,0,0,0,0,0,1,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0.0833,0,0,0,0.1667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.5,0,0,0,0.0769,0,0,0,0,0,0,0.5,0,0,0,0,0,1.03,-4336.59,-2.07,COc1ccc(cc1C(=O)NCCc2ccc(cc2)S(=O)(=O)[NH:26]C(=O)NC3CCCCC3)Cl,COc1ccc(cc1C(=O)NCCc2ccc(cc2)S(=O)(=O)[N-:26]C(=O)NC3CCCCC3)Cl,3.76
621,-0.00138,0.014569,-0.46537253,9.44,0,0,0,0,0,0,0,0,0,1,0,1,0,1,4,0.25,0,0,0,0,0,0,0,0,0.2,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0.1667,1,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,0.1667,0,0,0,0,0,0,0,0.3333,0,0,0,0,1.03,7.06,1.2,C[N@H+:19]1CC[C@]23c4c5ccc(c4O[C@H]2[C@H](C=C[C@H]3[C@H]1C5)O)OC,C[N@:19]1CC[C@]23c4c5ccc(c4O[C@H]2[C@H](C=C[C@H]3[C@H]1C5)O)OC,8.2
622,0.01107,0.014497,-0.46542677,9.47,0,0,0,0,0,0,0,0,0,1,0,1,0,1,4,0.125,0,0,0.1429,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0.1111,0,0,0,0,0,0,0,1,0,0.1429,0,0,0,0,0,0,0.1429,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,0,0,0,0.1667,0,0,0,0,0,0,0,0,0,1.03,-33.43,1.2,c1cnc(nc1)N2CC[NH+:26](CC2)CCCCN3C(=O)CC4(CCCC4)CC3=O,c1cnc(nc1)N2CC[N:26](CC2)CCCCN3C(=O)CC4(CCCC4)CC3=O,7.61
623,-0.00075,0.01401,-0.46756142,11.33,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,0,0.25,0.5,0,0,0,0,0,0,0.3333,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.1667,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0.1429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1.03,443.62,4.58,CC(C)(C)[NH2+:17]C[C@@H](COc1c(nsn1)N2CCOCC2)O,CC(C)(C)[NH:17]C[C@@H](COc1c(nsn1)N2CCOCC2)O,8.8
624,0.00055,0.014642,-0.46965218,11.27,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,0.1429,0.25,0,0,0,0,0,0,0,0.3333,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.125,0,0,0,0.1667,0,0,0.1111,0.1429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1.03,-220.08,4.58,CC(C)[NH2+:16]C[C@H](COc1cccc2c1cc[nH]2)O,CC(C)[NH:16]C[C@H](COc1cccc2c1cc[nH]2)O,9.62
625,-0.02992,0.013355,-0.45414472,4.57,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0.3333,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0,0,0.1667,0,0,0.2,0,0,0,0,0,0.5,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,1,0,0,0,0,0,0,0,0,0,1.02,55.39,1.25,COc1cc[nH+:15]c(c1)CSc2[nH]c3ccccc3n2,COc1cc[n:15]c(c1)CSc2[nH]c3ccccc3n2,5.3
626,4.00E-05,0.012533,-0.4555775,5.52,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,3,0.1429,0,0,0,0,0,0,0,0,0,0,0,0.0909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0833,0,0,0,0,0,0,0.1111,0,0,0,0,0.1,0,0,0.1667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98,-249.34,-2.83,c1cc(ccc1CCCC(=O)[OH:17])N(CCCl)CCCl,c1cc(ccc1CCCC(=O)[O-:17])N(CCCl)CCCl,5.8
627,0.00212,0.01234,-0.45261684,5.15,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,3,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0.5,0,0,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,0.98,-10.76,-2.83,C[C@@H](c1ccc(cc1)CC(C)C)C(=O)[OH:15],C[C@@H](c1ccc(cc1)CC(C)C)C(=O)[O-:15],5.2
628,0.00909,0.012748,-0.44064677,-0.44,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,3,0.25,0,0,0.25,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0.3333,0,0.25,0,0.5,0,0,0,0.3333,0,0,0,0,0,0.125,0,0,0,0,0,0.1667,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0.1429,0,0,0,0,0,0,0,0,0,0.97,55.63,-2.83,CN1C(=C(c2ccccc2S1(=O)=O)[OH:22])C(=O)Nc3ccccn3,C[N@]1C(=C(c2ccccc2S1(=O)=O)[O-:22])C(=O)Nc3ccccn3,6.3
629,0.00605,0.01463,-0.46492502,9.09,0,0,0,0,0,0,0,0,0,1,0,1,0,1,4,0.1429,0,0,0,0.125,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,1,0,0,0.25,0,0,0,0,0,0,0,0,0.1429,0,0,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03,51.76,1.2,C[NH+:20]1CCC(=C2c3ccccc3CC(=O)c4c2ccs4)CC1,C[N:20]1CCC(=C2c3ccccc3CC(=O)c4c2ccs4)CC1,9
630,0.00695,0.015326,-0.4638979,8.48,0,0,0,0,0,0,0,0,0,1,0,1,0,1,4,0.1667,0,0,0,0,0,0,0,0,0,0.125,0.1111,0.5,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,1.03,249.41,1.2,c1cc(ccc1C(=O)CCC[NH+:22]2CCC(CC2)(c3ccc(cc3)Cl)O)F,c1cc(ccc1C(=O)CCC[N:22]2CCC(CC2)(c3ccc(cc3)Cl)O)F,8.75
631,0.00377,0.015016,-0.4680688,9.86,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,0.1429,0.25,0,0.1111,0,0,0,0,0,0,0.1111,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0833,0,0,0,0,0,0,0.1667,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,0.2,0,0,0,0,0,0,0,0.0714,0,0,0,0,1.03,18.84,4.58,c1cc(c(cc1OCCC[NH2+:26]CCCO)C(=O)NCC23CC4CC(C2)CC(C4)C3)Cl,c1cc(c(cc1OCCC[NH:26]CCCO)C(=O)NCC23CC4CC(C2)CC(C4)C3)Cl,9.5
632,0.00988,0.014155,-0.4632652,8.56,0,0,0,0,0,0,0,0,0,0,1,1,0,1,4,0.125,0,0,0.1667,0,0,0,0,0,0.3333,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0769,0,0,0.1111,0,0,0,0,0.2,0,0,0.1429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0833,0,0,0,0,0.25,0,0,0,0,0,0,0,0.0667,0,0,0,0,1.03,-99.82,4.58,Cc1ccc(cc1NC(=O)CC23CC4CC(C2)CC(C4)C3)C(=O)N5C[C@H]6C[NH2+:27]C[C@@H](C5)O6,Cc1ccc(cc1NC(=O)CC23CC4CC(C2)CC(C4)C3)C(=O)N5C[C@H]6C[NH:27]C[C@@H](C5)O6,7.18
633,-0.00939,0.012889,-0.4541259,4.91,0,0,0,0,0,1,0,0,0,0,0,1,1,-1,3,0.2,0,0,0.5,0,0,0,0,0,0,0.1429,0,0.1111,0,0,0,0.3333,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,0,0.25,0,0,0,0,0,0,0,0.1667,0,0,0,0,0,0.3333,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0.0909,0,0,0,0,0,0,0,0,0,0,0,0.5,0.0833,0,0,0,0,1.02,38.21,1.69,c1cc(c(cc1n2c(=O)[nH:23]c(=O)cn2)C(=O)NCC34CC5CC(C3)CC(C5)C4)Cl,c1cc(c(cc1n2c(=O)[n-:23]c(=O)cn2)C(=O)NCC34CC5CC(C3)CC(C5)C4)Cl,6.2
634,0.00237,0.014378,-0.46756896,10.09,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,0.1429,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.1667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,1.03,-16.4,1.62,Cc1cccc(c1OC[C@H](C)[NH3+:12])C,Cc1cccc(c1OC[C@H](C)[NH2:12])C,9.13
635,-0.01836,0.013056,-0.45437232,4.51,0,0,0,0,0,1,0,0,0,0,0,1,1,-1,3,0.2,0,0,0.5,0,0,0,0,0,0,0.1429,0,0.1111,0,0,0,0.3333,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0.1667,0,0,0,0,0,0.3333,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,1.02,-11.67,1.69,c1ccc(c(c1)CCNC(=O)c2cc(ccc2Cl)n3c(=O)[nH:20]c(=O)cn3)Cl,c1ccc(c(c1)CCNC(=O)c2cc(ccc2Cl)n3c(=O)[n-:20]c(=O)cn3)Cl,6.1
636,0.00321,0.014321,-0.46623307,9.71,0,0,0,0,0,0,0,0,0,0,1,1,0,1,4,0.1429,0,0,0.1111,0,0,0,0,0,0.25,0.1111,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.1667,0,1,0,0,0,0,0,0.0833,0,0,0,0,0,0,0,0,0,0.125,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,0.2,0,0,0.1429,0,0,0,0,0.0714,0,0,0,0,1.03,14.5,4.58,c1c(c(cnc1OC2CC[NH2+:24]CC2)Cl)C(=O)NCC34CC5CC(C3)CC(C5)C4,c1c(c(cnc1OC2CC[NH:24]CC2)Cl)C(=O)NCC34CC5CC(C3)CC(C5)C4,9.1
637,0.001,0.012497,-0.45186388,4.15,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,3,0.2,0,0,0,0,0,0,0,0,0,0,0.1667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,0.98,-15.2,-2.83,C[C@@H](c1ccc(c(c1)F)c2ccccc2)C(=O)[OH:17],C[C@@H](c1ccc(c(c1)F)c2ccccc2)C(=O)[O-:17],4.2
638,0.00589,0.012146,-0.44775426,2.74,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,3,0.1667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,0,0,0,0.3333,0,0.98,2.89,-2.83,c1ccc(cc1)c2c(c(nc(n2)N)[OH:16])C#N,c1ccc(cc1)c2c(c(nc(n2)N)[O-:16])C#N,6.52
639,0.00771,0.014117,-0.46348152,8.69,0,0,0,0,0,0,0,0,0,0,1,1,0,1,4,0.1667,0,0,0.125,0,0,0,0,0,0,0.125,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0909,0,0,0,0,0,0,0,0.25,0,0.1429,0.1429,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0833,0,0,0,0,0,0,0,0.1667,0,0,0,0,0.0769,0,0,0,0,1.03,39.87,4.58,c1c(c(cnc1N2CC[NH2+:23]CC2)Cl)C(=O)NCC34CC5CC(C3)CC(C5)C4,c1c(c(cnc1N2CC[NH:23]CC2)Cl)C(=O)NCC34CC5CC(C3)CC(C5)C4,8.5
640,-1.00E-05,0.012485,-0.44928086,2.65,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,3,0.0833,0.0909,0,0.2,0,0,0,0,0,0,0,0,0.2,0,0,0.3333,0,0,0,0,0,0,0,0,0,0,0.1429,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0.0909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.5,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.98,-55.53,-2.83,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N2CCC[C@H]2C(=O)[OH:26],CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N2CCC[C@H]2C(=O)[O-:26],3.1
